,name,rating,rating_count,industry,reviews,salaries,interviews,jobs,benefits,photos
1996,NMDC Limited,4.1,(535),Metals & Mining | Jagdalpur +41 other locations,535,2k,45,--,16,--
1997,S P Singla Constructions,3.5,(535),Engineering & Construction | Patna +63 other locations,535,1.6k,37,--,39,2
1998,Hitachi Cash Management Services,3.3,(535),Other | Mumbai +98 other locations,535,1.2k,41,6,32,2
1999,Insuremile,4.7,(535),Internet | Bengaluru +16 other locations,535,76,83,2,1,--
2000,Haldiram Snacks,3.9,(535),Food Processing | Noida +66 other locations,535,1.7k,19,11,1,3
2001,CTS Consulting & Technical Support,3.7,(534),Engineering & Construction | Chennai +31 other locations,534,6.8k,173,--,72,--
2002,Telenor,4.1,(534),Telecom | Gurugram +115 other locations,534,580,9,--,106,6
2003,NAV Backoffice,3.8,(535),Accounting & Auditing | Jaipur +10 other locations,535,2.4k,37,6,25,9
2004,Sterling,4.0,(534),Healthcare | Mumbai +64 other locations,534,1k,36,--,61,--
2005,Kidzee,3.9,(533),EdTech | Kolkata +119 other locations,533,1.2k,24,1,42,--
2006,Infiniti Research,3.4,(533),Analytics & KPO | Bengaluru +8 other locations,533,1.7k,37,12,68,2
2007,Micron Electricals,4.1,(533),Engineering & Construction | Bengaluru +18 other locations,533,2.3k,37,2,26,2
2008,Scaler Academy,3.5,(533),EdTech | Bengaluru +8 other locations,533,2.4k,91,7,83,16
2009,Vimta Labs,3.5,(533),Clinical Research | Hyderabad +29 other locations,533,2.1k,39,11,54,1
2010,Zycus Infotech,2.6,(533),Software Product | Mumbai +9 other locations,533,3.2k,76,59,49,2
2011,Castrol,4.3,(533),Petrochemicals | Mumbai +123 other locations,533,1.9k,23,62,48,--
2012,Dusters Total Solutions Services,3.9,(532),Facility Management Services | Bengaluru +62 other locations,532,1.6k,20,7,42,--
2013,My Home Constructions,4.3,(531),Real Estate | Hyderabad +19 other locations,531,2.2k,35,4,29,1
2014,Regalix,2.7,(531),Marketing & Advertising | Hyderabad +7 other locations,531,2.8k,58,59,45,--
2015,Premier Energies,4.0,(531),Electronics Manufacturing | Hyderabad +25 other locations,531,1.9k,43,2,25,--
2016,DFM Foods,4.0,(531),FMCG | New Delhi +79 other locations,531,1.6k,37,9,38,9
2017,Welspun Enterprises,4.1,(531),Engineering & Construction | Mumbai +48 other locations,531,1.8k,52,--,37,15
2018,CompuCom,3.8,(530),IT Services & Consulting | Pune +7 other locations,530,3k,37,9,60,15
2019,5paisa Capital Ltd.,4.1,(530),Financial Services | Mumbai +9 other locations,530,1.6k,45,5,65,21
2020,5paisa Capital Ltd.,4.1,(530),Financial Services | Mumbai +9 other locations,530,1.6k,45,5,65,21
2021,FMC Corporation,3.9,(529),Agro Chemicals | Bharuch +116 other locations,529,1.7k,40,--,47,--
2022,DM Immigration Consultant,1.0,(529),Other | Bengaluru +3 other locations,529,34,--,--,--,--
2023,Canon,3.9,(529),Consumer Electronics & Appliances | Gurugram +66 other locations,529,2k,22,2,61,--
2024,Reliance Life Sciences,3.6,(529),Clinical Research | Mumbai +34 other locations,529,2.6k,30,7,56,--
2025,Wellness Forever Medicare,3.9,(529),Retail | Mumbai +41 other locations,529,1.7k,55,5,36,--
2026,Ralson Tyres Limited,3.7,(529),Auto Components | Ludhiana +54 other locations,529,2.1k,48,13,30,1
2027,ExxonMobil,3.8,(528),Oil & Gas | Bengaluru +38 other locations,528,3.9k,83,353,57,4
2028,Stock Holding Corporation of India,3.5,(528),Financial Services | Mumbai +101 other locations,528,1.7k,35,--,43,3
2029,Mecon,3.9,(528),Metals & Mining | Ranchi +49 other locations,528,1.7k,45,--,35,1
2030,Systra Consulting,3.9,(527),Engineering & Construction | New Delhi +40 other locations,527,1.6k,36,125,57,--
2031,Magma General Insurance Limited,3.7,(527),Insurance | Mumbai +87 other locations,527,2.3k,33,5,34,2
2032,BOBCARD Ltd.,4.1,(527),NBFC | Mumbai +107 other locations,527,1.4k,29,21,18,1
2033,Emaar India Limited,3.6,(527),Real Estate | Gurugram +18 other locations,527,2.4k,28,1,40,2
2034,Brigade Group,4.1,(527),Real Estate | Bengaluru +11 other locations,527,2.6k,45,63,39,1
2035,Uttar Pradesh Power Corporation,4.0,(526),Power | Lucknow +89 other locations,526,1.3k,11,--,38,3
2036,Capital Business Systems,3.6,(526),IT Services & Consulting | New Delhi +109 other locations,526,1.6k,37,13,5,--
2037,N.C.L. Industries,3.7,(526),Building Material | Hyderabad +71 other locations,526,1.6k,38,4,38,--
2038,Legrand,3.7,(526),Electrical Equipment | Mumbai +58 other locations,526,2.3k,28,--,42,--
2039,Chaayos,3.4,(525),Retail | New Delhi +22 other locations,525,1.6k,37,13,53,14
2040,V.S.T Tillers Tractors,3.5,(525),Industrial Machinery | Bengaluru +56 other locations,525,1.8k,41,5,36,--
2041,Bharat Gears,4.0,(524),Auto Components | Faridabad +24 other locations,524,2k,27,--,43,--
2042,Satyam Auto Components,3.9,(525),Auto Components | Gurugram +27 other locations,525,2.2k,38,1,40,5
2043,CDK Global,3.8,(524),IT Services & Consulting | Hyderabad +7 other locations,524,3.4k,40,34,69,--
2044,MUTHOOT HOMEFIN (I) LTD.,3.8,(522),NBFC | Mumbai +107 other locations,522,1.3k,30,--,11,15
2045,Wockhardt Hospital,4.0,(522),Healthcare | Mumbai +27 other locations,522,1.6k,23,29,61,5
2046,GUS Education India,3.2,(522),Education & Training | Hyderabad +8 other locations,522,2.1k,50,11,17,237
2047,Innovatiview India Ltd,4.3,(522),Emerging Technologies | Noida +15 other locations,522,1.3k,75,15,28,6
2048,House Of Anita Dongre,4.2,(522),Fashion & Textile | Mumbai +48 other locations,522,1.5k,19,3,60,1
2049,Karvy Data Management Services,3.8,(521),Analytics & KPO | Hyderabad +81 other locations,521,2.2k,19,--,125,1
2050,Tradeshala,4.5,(521),Education & Training | Bengaluru +8 other locations,521,35,119,--,7,7
2051,Vidal Health Insurance,3.7,(520),Insurance | Bengaluru +37 other locations,520,1.9k,21,--,11,--
2052,Ge India Industrial,4.2,(520),Industrial Machinery | Pune +23 other locations,520,2k,19,--,21,5
2053,Metro Group of Hospitals,3.8,(521),Healthcare | New Delhi +32 other locations,521,1.3k,15,56,3,1
2054,Indecomm Global Services,3.9,(520),IT Services & Consulting | Bengaluru +13 other locations,520,2.6k,29,11,46,4
2055,Hafele,3.9,(519),Furniture & Furnishing | Mumbai +44 other locations,519,2.1k,32,21,62,--
2056,Foray Software,3.4,(519),IT Services & Consulting | Hyderabad +17 other locations,519,3.6k,39,39,24,--
2057,Suprajit Engineering,3.9,(519),Auto Components | Bengaluru +38 other locations,519,2.4k,39,2,52,1
2058,ACTE,4.7,(519),Education & Training | Chennai +10 other locations,519,111,9,1,173,--
2059,Aptus Value Housing Finance India,4.1,(519),NBFC | Chennai +153 other locations,519,1.3k,21,5,33,2
2060,Pierian Services,3.3,(518),Management Consulting | Bengaluru +19 other locations,518,2.6k,39,21,22,--
2061,Ziqitza Health Care,3.9,(518),Healthcare | Mumbai +60 other locations,518,1.2k,25,--,71,--
2062,Consero Global Solutions,3.0,(518),Financial Services | Bengaluru +10 other locations,518,2.9k,101,--,23,--
2063,Quikr,3.5,(518),Internet | Bengaluru +24 other locations,518,2.1k,33,9,57,8
2064,EC-Council,4.1,(519),EdTech | Hyderabad +18 other locations,519,2.5k,49,20,42,2
2065,Coats,3.6,(518),Fashion & Textile | Bengaluru +56 other locations,518,1.8k,26,35,46,--
2066,JK Tech,3.7,(517),IT Services & Consulting | Bengaluru +20 other locations,517,3.2k,38,5,30,11
2067,Hitech Projects Limited,4.6,(517),Engineering & Construction | Ahmedabad +8 other locations,517,653,58,--,15,4
2068,Chemplast Sanmar,3.4,(517),Chemicals | Salem +20 other locations,517,2.4k,46,45,32,9
2069,ATS Infrastructure,4.1,(517),Real Estate | Noida +12 other locations,517,1.8k,33,--,59,--
2070,DiGibizz,,,Mumbai +162 other locations,--,1,--,--,--,--
2071,Vishwa Samudra Engineering,3.6,(546),Engineering & Construction | Hyderabad +42 other locations,546,1.5k,35,1,11,1
2072,PEGATRON,3.9,(515),Electronics Manufacturing | Chennai +13 other locations,515,2.1k,29,--,1,--
2073,Indian Bank,3.4,(515),Banking | Chennai +119 other locations,515,1.8k,27,--,33,6
2074,Saksoft,3.4,(515),IT Services & Consulting | Bengaluru +18 other locations,515,3.4k,50,1,21,--
2075,Mobikwik,3.5,(515),FinTech | Gurugram +49 other locations,515,2.5k,61,24,27,5
2076,Metalman Auto,3.9,(515),Auto Components | Chhatrapati Sambhajinagar +24 other locations,515,1.9k,24,8,34,--
2077,Lakme,4.1,(515),Beauty & Personal Care | Mumbai +78 other locations,515,1.6k,25,--,58,1
2078,Metriqe Solutions,3.9,(515),BPO | Chennai +5 other locations,515,1.3k,27,3,25,5
2079,IKF Finance,3.9,(515),NBFC | Hyderabad +128 other locations,515,1.3k,26,7,17,4
2080,F1 Info Solutions and Services,3.7,(514),IT Services & Consulting | Noida +47 other locations,514,1.2k,26,--,38,3
2081,OMICS International,2.5,(514),Printing & Publishing | Hyderabad +6 other locations,514,1.7k,25,--,60,--
2082,OutworX,3.5,(514),IT Services & Consulting | Pune +40 other locations,514,2.2k,35,7,11,20
2083,RSB Transmissions,3.9,(515),Auto Components | Pune +23 other locations,515,2.1k,37,--,40,--
2084,Amar Ujala,3.9,(514),Printing & Publishing | Noida +54 other locations,514,1.7k,20,1,48,--
2085,Williams Lea,3.6,(515),BPO | Chennai +18 other locations,515,3k,48,10,38,--
2086,Pitti Engineering,3.8,(514),Industrial Machinery | Hyderabad +13 other locations,514,2k,28,3,48,--
2087,AML RightSource,2.7,(567),IT Services & Consulting | New Delhi +9 other locations,567,3.2k,58,41,8,3
2088,Hitachi Systems,3.9,(515),IT Services & Consulting | Mumbai +40 other locations,515,2.6k,17,2,3,1
2089,Macquarie Group,3.1,(513),Financial Services | Gurugram +17 other locations,513,4.6k,52,139,48,--
2090,Spectrum Talent Management,3.5,(512),Recruitment | Noida +85 other locations,512,2k,35,--,26,67
2091,Vivanta by Taj,4.2,(512),Hospitality | New Delhi +48 other locations,512,1k,27,--,76,--
2092,Morepen Laboratories,3.9,(512),Pharma | New Delhi +48 other locations,512,1.8k,24,34,39,--
2093,Hindusthan National Glass,3.7,(512),Packaging | Bahadurgarh +23 other locations,512,2k,33,--,39,1
2094,Galaxy Surfactants,3.8,(511),Chemicals | Mumbai +25 other locations,511,2k,28,--,58,--
2095,Dr. Agarwal's Eye Hospital,3.8,(512),Healthcare | Chennai +81 other locations,512,1.6k,37,54,33,--
2096,Ramraj Cotton,4.1,(511),Fashion & Textile | Tiruppur +48 other locations,511,1.1k,42,9,7,2
2097,Nivea,4.2,(511),Beauty & Personal Care | Mumbai +69 other locations,511,1.8k,29,6,49,--
2098,AT&T,3.8,(510),Telecom | Bengaluru +18 other locations,510,4.6k,65,8,58,--
2099,Securitas,3.8,(510),Law Enforcement & Security | Gurugram +44 other locations,510,1.9k,38,6,42,--
2100,CMR Green Technologies,3.5,(510),Metals & Mining | Faridabad +34 other locations,510,1.7k,56,60,54,1
2101,Centum Learning,3.8,(509),Education & Training | New Delhi +82 other locations,509,1.3k,26,3,64,--
2102,Ministry of Defence,4.3,(509),Government | New Delhi +74 other locations,509,1.8k,18,--,60,--
2103,LearningMate Solutions,2.9,(509),EdTech | Mumbai +12 other locations,509,3.6k,48,20,46,3
2104,Hero Cycles,3.3,(509),Automobile | Ludhiana +49 other locations,509,1.8k,55,3,37,1
2105,Amara Raja Infra,3.9,(510),Engineering & Construction | Hyderabad +53 other locations,510,1.5k,53,--,17,3
2106,Kokilaben Dhirubhai Ambani Hospital,3.7,(508),Healthcare | Mumbai +20 other locations,508,1.7k,31,38,35,--
2107,Poorvika Mobiles,4.0,(508),Retail | Chennai +62 other locations,508,1.7k,33,4,33,11
2108,Cairn Energy,3.6,(508),Oil & Gas | Barmer +31 other locations,508,2.9k,33,--,62,3
2109,Webskitters,3.8,(508),IT Services & Consulting | Kolkata +4 other locations,508,828,19,1,109,21
2110,Muthoottu Mini Financiers,3.4,(507),NBFC | Bengaluru +100 other locations,507,1.4k,26,25,13,--
2111,FinThrive,3.5,(506),Analytics & KPO | Chennai +9 other locations,506,1.5k,21,5,9,--
2112,Insolutions Global,3.6,(506),FinTech | Mumbai +20 other locations,506,2.7k,36,17,24,5
2113,RapiPay,3.6,(506),FinTech | Noida +110 other locations,506,1.6k,39,1,22,3
2114,HSBC Global Banking and Markets,3.9,(505),Banking | Bengaluru +15 other locations,505,3.4k,29,--,28,--
2115,QHTalbros,3.7,(505),Auto Components | Gurugram +26 other locations,505,1.4k,18,1,50,--
2116,Adda 247,3.6,(505),EdTech | Gurugram +24 other locations,505,1.8k,78,29,11,9
2117,Pace Setters Business Solutions,3.5,(505),BPO | Mumbai +24 other locations,505,1.2k,23,2,43,1
2118,Cuemath,3.4,(505),EdTech | Bengaluru +22 other locations,505,1.9k,49,30,86,--
2119,RSM India,3.3,(505),Mumbai +36 other locations,505,2.6k,67,20,20,2
2120,BharatMatrimony.com,3.9,(504),Internet | Chennai +31 other locations,504,1.4k,23,--,29,--
2121,Atomberg Technologies,3.8,(504),Consumer Electronics & Appliances | Pune +64 other locations,504,2.4k,40,25,23,--
2122,Vakrangee,3.6,(503),BPO | Mumbai +90 other locations,503,1.1k,9,--,66,19
2123,TÜV Rheinland,4.1,(503),"Testing, Inspection and Certification (TIC) | Bengaluru +69 other locations",503,1.8k,21,5,38,1
2124,Innovaccer,3.3,(503),Software Product | Noida +8 other locations,503,3.5k,95,58,23,14
2125,Mobile Programming,2.9,(503),IT Services & Consulting | Bengaluru +23 other locations,503,3.6k,80,144,14,3
2126,Addverb Technologies,3.5,(503),Industrial Automation | Noida +23 other locations,503,2.3k,88,10,28,7
2127,Deloitte Digital,3.8,(502),IT Services & Consulting | Bengaluru +29 other locations,502,3.1k,62,--,57,--
2128,Sarovar Hotels & Resorts,4.1,(502),Hospitality | New Delhi +71 other locations,502,1.3k,20,--,62,3
2129,BKT Tyres,4.2,(502),Auto Components | Bhuj +32 other locations,502,1.9k,77,3,33,--
2130,Dalmia Bharat Group,3.9,(502),Building Material | New Delhi +102 other locations,502,2k,35,--,33,--
2131,African Industries,3.9,(502),Iron & Steel | Lagos +24 other locations,502,1k,37,12,28,3
2132,Stylebaazar,4.0,(502),Retail | Kolkata +93 other locations,502,1.1k,38,22,5,10
2133,Safari Industries India,3.9,(502),Retail | Mumbai +75 other locations,502,1.8k,36,4,31,4
2134,Hamdard,4.0,(502),FMCG | New Delhi +75 other locations,502,1.4k,43,4,29,2
2135,Great Learning,3.5,(502),EdTech | Bengaluru +12 other locations,502,3.7k,69,22,36,11
2136,CARE,4.3,(501),Non-Profit | Patna +114 other locations,501,1.2k,41,--,77,--
2137,Nelito System,3.3,(501),IT Services & Consulting | Mumbai +41 other locations,501,2.4k,30,22,41,--
2138,Alight Solutions,3.3,(500),IT Services & Consulting | Gurugram +14 other locations,500,2.7k,30,7,50,17
2139,Johnson Matthey,3.8,(500),Metals & Mining | Gurugram +23 other locations,500,1.9k,42,8,59,1
2140,Alight Solutions,3.3,(500),IT Services & Consulting | Gurugram +14 other locations,500,2.7k,30,7,50,17
2141,Lotus Herbals Private Limited,4.1,(499),Beauty & Personal Care | New Delhi +74 other locations,499,1.4k,46,4,24,5
2142,Tuaman Engineering,4.2,(499),Engineering & Construction | Kolkata +36 other locations,499,1.5k,69,1,39,3
2143,SunTec Web Services,3.2,(499),BPO | New Delhi +10 other locations,499,1.8k,51,2,33,1
2144,ServiceNow,4.0,(499),Software Product | Hyderabad +15 other locations,499,5.7k,135,4,15,27
2145,Rakuten,3.5,(499),IT Services & Consulting | Bengaluru +11 other locations,499,5.3k,95,12,47,5
2146,Emerson Electric Co.,4.0,(499),IT Services & Consulting | Pune +25 other locations,499,3.2k,57,241,36,3
2147,Alchemy Techsol India,3.4,(499),IT Services & Consulting | Bengaluru +20 other locations,499,2.1k,91,--,14,--
2148,LIC Housing Finance,3.9,(498),NBFC | Mumbai +123 other locations,498,1.4k,21,--,35,--
2149,Gyan Dairy,4.0,(498),Food Processing | Lucknow +45 other locations,498,1.3k,49,4,34,--
2150,Future Lifestyle Fashion,4.2,(498),Retail | Bengaluru +63 other locations,498,1.6k,8,--,81,--
2151,Axa XL,3.6,(499),Insurance | Gurugram +6 other locations,499,3.6k,50,153,58,9
2152,Rusan Pharma,3.5,(498),Pharma | Dehradun +24 other locations,498,1.8k,24,12,39,--
2153,Kandhari Beverages,3.8,(497),Beverage | Jammu +50 other locations,497,1.6k,31,4,21,4
2154,BCG,3.7,(497),Management Consulting | Gurugram +8 other locations,497,7.7k,220,22,39,27
2155,ZEISS India,3.7,(497),Industrial Machinery | Bengaluru +35 other locations,497,2.7k,34,9,36,26
2156,Sheela Foam,3.9,(497),Furniture & Furnishing | Noida +92 other locations,497,1.5k,30,1,34,6
2157,Micron Technology,3.6,(497),Semiconductors | Hyderabad +16 other locations,497,4.4k,81,12,30,15
2158,BharatPe,3.5,(497),FinTech | Gurugram +81 other locations,497,2.6k,51,1,17,7
2159,Sterling Tools,4.2,(496),Auto Components | Faridabad +15 other locations,496,1.2k,68,3,31,8
2160,TRINAMIX,4.4,(496),IT Services & Consulting | Pune +5 other locations,496,904,64,25,88,47
2161,Global Autotech,4.0,(495),Auto Components | Greater Noida +16 other locations,495,2.1k,52,4,43,--
2162,Pepperfry,3.1,(494),Furniture & Furnishing | Mumbai +38 other locations,494,2k,34,4,44,11
2163,Varuna Integrated Logistics,3.8,(494),Logistics | Gurugram +54 other locations,494,1.6k,37,7,39,2
2164,Voya India,3.7,(494),Financial Services | Bengaluru +13 other locations,494,3k,29,15,1,2
2165,Hinduja Tech,3.1,(494),IT Services & Consulting | Chennai +17 other locations,494,3.2k,33,99,25,--
2166,Jindal Power Limited,4.3,(493),Power | Raigarh +38 other locations,493,1.6k,50,19,23,5
2167,Communications Test Design,3.7,(493),IT Services & Consulting | Bengaluru +51 other locations,493,1.7k,31,18,17,--
2168,Techwave Consulting,3.7,(493),IT Services & Consulting | Hyderabad +5 other locations,493,3.6k,41,14,21,--
2169,Markets and Markets,2.8,(492),Analytics & KPO | Pune +17 other locations,492,2.7k,62,11,31,--
2170,MindGate Solutions,3.1,(492),IT Services & Consulting | Mumbai +10 other locations,492,3.1k,76,8,21,--
2171,N+A,3.8,(492),Financial Services | Bengaluru +66 other locations,492,18.1k,169,5,13,--
2172,Adani Cement,3.5,(492),Building Material | Ahmedabad +136 other locations,492,1.9k,53,--,2,4
2173,ThoughtSol Infotech Limited,4.6,(492),IT Services & Consulting | New Delhi +18 other locations,492,575,92,19,3,21
2174,Kalyani Technoforge,3.8,(492),Auto Components | Pune +18 other locations,492,1.9k,21,9,39,--
2175,India Post,3.7,(492),Government | Bengaluru +189 other locations,492,1.4k,24,--,49,6
2176,QUICK HEAL TECHNOLOGIES,3.6,(492),Software Product | Pune +46 other locations,492,2.6k,30,5,53,--
2177,QBurst Technologies,4.3,(492),Software Product | Kochi +16 other locations,492,4k,85,24,46,--
2178,Mars International India,4.2,(492),Food Processing | Hyderabad +85 other locations,492,1.7k,19,21,50,1
2179,Texmo Industries,3.8,(491),Industrial Machinery | Coimbatore +36 other locations,491,1.6k,27,3,41,--
2180,HealthifyMe,2.7,(491),Internet | Bengaluru +18 other locations,491,1.6k,51,2,26,4
2181,Texmo Industries,3.8,(491),Industrial Machinery | Coimbatore +36 other locations,491,1.6k,27,3,41,--
2182,Go First,3.9,(491),Aviation | Mumbai +34 other locations,491,2k,50,--,41,--
2183,Value Point Systems,3.5,(491),IT Services & Consulting | Bengaluru +44 other locations,491,2.2k,29,37,29,--
2184,Par Health,4.1,(491),Pharma | Indore +11 other locations,491,2.1k,27,--,5,--
2185,2COMS,3.2,(491),Kolkata +51 other locations,491,1.4k,60,247,26,--
2186,Tractebel,4.1,(490),Engineering & Construction | Gurugram +89 other locations,490,1.6k,46,19,37,1
2187,Medikabazaar,4.3,(489),Medical Equipment | Mumbai +32 other locations,489,936,14,2,14,--
